Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY	1531-023X	1538-5000	HISTORY - AHCI	N/A	N/A	0.88
ANTHROPOZOOLOGICA	0761-3032	2107-0881	ARCHAEOLOGY - AHCI	N/A	N/A	0.37
ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE	0340-5222	1865-8938	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.49
APOLLO-The International Art Magazine	0003-6536	0003-6536	ART - AHCI	N/A	N/A	0.01
Cultural & Social History	1478-0038	1478-0046	HISTORY - AHCI	N/A	N/A	1.59
DESIGN ISSUES	0747-9360	1531-4790	ARCHITECTURE - AHCI	N/A	N/A	2.38
JOURNAL OF AMERICAN HISTORY	0021-8723	1945-2314	HISTORY - AHCI	N/A	N/A	2.78
Landscape Architecture Magazine	0023-8031	0023-8031	ARCHITECTURE - AHCI	N/A	N/A	0.04
STUDIES IN CONSERVATION	0039-3630	2047-0584	ARCHAEOLOGY - AHCI$ART - AHCI	N/A	N/A	0.64
MARINERS MIRROR	0025-3359	2049-680X	HISTORY - AHCI	N/A	N/A	0.65
SPECULUM-A JOURNAL OF MEDIEVAL STUDIES	0038-7134	2040-8072	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	3.71
ARCHIV FUR DAS STUDIUM DER NEUEREN SPRACHEN UND LITERATUREN	0003-8970	1866-5381	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.29
ETHICS	0014-1704	1539-297X	PHILOSOPHY - AHCI	N/A	N/A	2.26
BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE	0006-2294	2213-4379	ASIAN STUDIES - AHCI	N/A	N/A	1.05
HELIOS	0160-0923	1935-0228	CLASSICS - AHCI	N/A	N/A	1.59
MOUVEMENT SOCIAL	0027-2671	1961-8646	HISTORY - AHCI	N/A	N/A	0.36
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER	1070-289X	1547-3384	CULTURAL STUDIES - AHCI	N/A	N/A	1.08
Kriterion-Revista de Filosofia	0100-512X	1981-5336	PHILOSOPHY - AHCI	N/A	N/A	0.10
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK	0301-3294	1613-0626	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.49
Rivista di Estetica	0035-6212	0035-6212	PHILOSOPHY - AHCI	N/A	N/A	0.24
Quinzaines-Lettres Arts et Idees	2650-3794	2677-2507	LITERATURE - AHCI	N/A	N/A	0.00
Critical Survey	0011-1570	1752-2293	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	0.68
Journal of Green Building	1552-6100	1943-4618	ARCHITECTURE - AHCI	N/A	N/A	2.81
Ra-Revista de Arquitectura	1138-5596	2254-6332	ARCHITECTURE - AHCI	N/A	N/A	0.11
AUSTRALIAN ARCHAEOLOGY	0312-2417	2470-0363	ARCHAEOLOGY - AHCI	N/A	N/A	0.87
AMERICAN POETRY REVIEW	0360-3709	2162-4984	POETRY - AHCI	N/A	N/A	0.00
LITERATURE AND MEDICINE	0278-9671	1080-6571	LITERATURE - AHCI	N/A	N/A	1.35
SOCIAL HISTORY	0307-1022	1470-1200	HISTORY - AHCI	N/A	N/A	1.89
Philosophers Imprint	1533-628X	N/A	PHILOSOPHY - AHCI	N/A	N/A	2.63
ReCALL	0958-3440	1474-0109	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	3.23
Journal of Popular Music Studies	1524-2226	1533-1598	MUSIC - AHCI	N/A	N/A	0.73
Al-Masaq-Journal of the Medieval Mediterranean	0950-3110	1473-348X	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.92
Gender and History	0953-5233	1468-0424	HISTORY - AHCI	N/A	N/A	1.03
ACTA POLONIAE HISTORICA	0001-6829	0001-6829	HISTORY - AHCI	N/A	N/A	0.22
Historic Environment-Policy & Practice	1756-7505	1756-7513	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	3.18
HISTORY OF SCIENCE	0073-2753	1753-8564	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.84
THEATRE NOTEBOOK	0040-5523	2051-8358	THEATER - AHCI	N/A	N/A	0.71
DANCE RESEARCH JOURNAL	0149-7677	1940-509X	DANCE - AHCI	N/A	N/A	2.96
IRISH HISTORICAL STUDIES	0021-1214	2056-4139	HISTORY - AHCI	N/A	N/A	1.13
REVIEW OF RELIGIOUS RESEARCH	0034-673X	2211-4866	RELIGION - AHCI	N/A	N/A	1.36
BMGN-The Low Countries Historical Review	0165-0505	2211-2898	HISTORY - AHCI	N/A	N/A	2.09
Terminology	0929-9971	1569-9994	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.60
JOURNAL OF EGYPTIAN ARCHAEOLOGY	0307-5133	2514-0582	ARCHAEOLOGY - AHCI	N/A	N/A	0.21
FRENCH HISTORICAL STUDIES	0016-1071	1527-5493	HISTORY - AHCI	N/A	N/A	0.97
CAHIERS DE CIVILISATION MEDIEVALE	0007-9731	2119-1026	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.26
CR-THE NEW CENTENNIAL REVIEW	1532-687X	1539-6630	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.48
Rossiiskaya Istoriya	0869-5687	N/A	HISTORY - AHCI	N/A	N/A	0.59
International Journal of Asian Studies	1479-5914	1479-5922	ASIAN STUDIES - AHCI	N/A	N/A	1.14
CINEFORUM	0009-7039	0009-7039	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.00
SOUTHERN HUMANITIES REVIEW	0038-4186	0038-4186	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	0.00
Berichte zur Wissenschaftsgeschichte	0170-6233	1522-2365	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.25
COMPARATIVE STUDIES IN SOCIETY AND HISTORY	0010-4175	1475-2999	HISTORY - AHCI	N/A	N/A	1.54
OUD HOLLAND	N/A	1875-0176	ART - AHCI	N/A	N/A	0.31
Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research	1368-0005	1467-9612	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.88
ACTA ARCHAEOLOGICA	0065-101X	1600-0390	ARCHAEOLOGY - AHCI	N/A	N/A	0.35
HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES	0391-9714	1742-6316	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.96
GYMNASIUM	0342-5231	2567-6555	CLASSICS - AHCI	N/A	N/A	0.33
Zivot Umjetnosti	0514-7794	0514-7794	ART - AHCI	N/A	N/A	0.11
VOIX & IMAGES	0318-9201	1705-933X	LITERARY REVIEWS - AHCI	N/A	N/A	0.30
RESOURCES FOR AMERICAN LITERARY STUDY	0048-7384	N/A	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.49
Iranian Studies	0021-0862	1475-4819	ASIAN STUDIES - AHCI	N/A	N/A	0.71
WELSH HISTORY REVIEW	0043-2431	0083-792X	HISTORY - AHCI	N/A	N/A	0.71
ETUDES GERMANIQUES	0014-2115	N/A	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.21
ARCHIVES OF ASIAN ART	0066-6637	1944-6497	ART - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.44
RENAISSANCE AND REFORMATION	0034-429X	0034-429X	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.28
Kantian Review	1369-4154	2044-2394	PHILOSOPHY - AHCI	N/A	N/A	1.07
YALE REVIEW	0044-0124	1467-9736	LITERARY REVIEWS - AHCI	N/A	N/A	0.59
MODERN JUDAISM	0276-1114	1086-3273	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.76
BOOK COLLECTOR	0006-7237	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.17
JCMS-Journal of Cinema and Media Studies	2578-4900	2578-4919	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	1.10
MEANJIN	0025-6293	1448-8094	LITERARY REVIEWS - AHCI	N/A	N/A	0.54
REVUE INTERNATIONALE DE PHILOSOPHIE	0048-8143	2033-0138	PHILOSOPHY - AHCI	N/A	N/A	0.10
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK	0049-8653	2365-953X	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.56
Levant	0075-8914	1756-3801	ARCHAEOLOGY - AHCI	N/A	N/A	1.20
New Review of Film and Television Studies	1740-0309	1740-7923	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.64
INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY	1057-2414	1095-9270	ARCHAEOLOGY - AHCI	N/A	N/A	0.78
Studies in American Indian Literatures	0730-3238	1548-9590	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.78
South Central Review	0743-6831	1549-3377	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.41
Rhetoric Review	0735-0198	1532-7981	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	1.37
Psychology of Religion and Spirituality	1941-1022	1943-1562	RELIGION - AHCI	N/A	N/A	4.00
PAMIETNIK LITERACKI	0031-0514	0031-0514	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.22
PARIS REVIEW	0031-2037	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
Complutum	1131-6993	1988-2327	ARCHAEOLOGY - AHCI	N/A	N/A	0.20
Telos	0090-6514	1940-459X	PHILOSOPHY - AHCI	N/A	N/A	0.14
JOURNAL OF CONTEMPORARY HISTORY	0022-0094	1461-7250	HISTORY - AHCI	N/A	N/A	1.89
Archive for the Psychology of Religion-Archiv fur Religionspsychologie	0084-6724	1573-6121	RELIGION - AHCI	N/A	N/A	1.69
Theatre Dance and Performance Training	1944-3927	1944-3919	DANCE - AHCI$THEATER - AHCI	N/A	N/A	2.02
LEONARDO	0024-094X	1530-9282	ART - AHCI	N/A	N/A	0.79
Journal for the Study of the Historical Jesus	1476-8690	1745-5197	RELIGION - AHCI	N/A	N/A	0.41
POETICS	0304-422X	1872-7514	LITERATURE - AHCI	N/A	N/A	5.39
Prostor	1330-0652	1333-9117	ARCHITECTURE - AHCI	N/A	N/A	0.65
AMERICAN LITERARY HISTORY	0896-7148	1468-4365	LITERATURE, AMERICAN - AHCI	N/A	N/A	2.20
International Journal of Historical Archaeology	1092-7697	1573-7748	ARCHAEOLOGY - AHCI	N/A	N/A	0.75
STUDI SECENTESCHI	0081-6248	2035-7966	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.30
Fornvannen-Journal of Swedish Antiquarian Research	0015-7813	1404-9430	ARCHAEOLOGY - AHCI$HISTORY - AHCI	N/A	N/A	0.34
Journal of Island & Coastal Archaeology	1556-4894	1556-1828	ARCHAEOLOGY - AHCI	N/A	N/A	1.52
WESTERN HISTORICAL QUARTERLY	0043-3810	1939-8603	HISTORY - AHCI	N/A	N/A	0.52
Film-Philosophy	1466-4615	1466-4615	FILM, RADIO, TELEVISION - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.40
HISPANIA-REVISTA ESPANOLA DE HISTORIA	0018-2141	1988-8368	HISTORY - AHCI	N/A	N/A	0.99
ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE	0044-2496	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.28
RUSSIAN STUDIES IN LITERATURE	1061-1975	1944-7167	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.28
Journal of the Philosophy of History	1872-261X	1872-2636	HISTORY - AHCI$PHILOSOPHY - AHCI	N/A	N/A	1.27
JOURNAL OF VISUAL CULTURE	1470-4129	1741-2994	ART - AHCI$CULTURAL STUDIES - AHCI	N/A	N/A	0.84
Anuario de Estudios Americanos	0210-5810	1988-4273	HISTORY - AHCI	N/A	N/A	0.46
CEA CRITIC	0007-8069	2327-5898	LITERATURE - AHCI	N/A	N/A	0.38
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES	0967-2559	1466-4542	PHILOSOPHY - AHCI	N/A	N/A	0.95
Twentieth-Century Music	1478-5722	1478-5730	MUSIC - AHCI	N/A	N/A	1.10
Intersecciones en Antropologia	1850-373X	1850-373X	ARCHAEOLOGY - AHCI	N/A	N/A	0.42
Journal of Israeli History	1353-1042	1744-0548	HISTORY - AHCI	N/A	N/A	0.57
SOUTHWESTERN HISTORICAL QUARTERLY	0038-478X	N/A	HISTORY - AHCI	N/A	N/A	0.36
Poznan Studies in Contemporary Linguistics	1897-7499	1897-7499	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.39
SEWANEE REVIEW	0037-3052	1934-421X	LITERARY REVIEWS - AHCI	N/A	N/A	0.28
JOURNAL OF EUROPEAN STUDIES	0047-2441	1740-2379	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.46
Journal of Moral Philosophy	1740-4681	1745-5243	PHILOSOPHY - AHCI	N/A	N/A	0.51
Notes and Records-The Royal Society Journal of the History of Science	0035-9149	1743-0178	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.64
MONUMENTA NIPPONICA	0027-0741	1880-1390	ASIAN STUDIES - AHCI	N/A	N/A	0.31
Irish Studies Review	0967-0882	1469-9303	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.68
English Language & Linguistics	1360-6743	1469-4379	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.90
AFRICAN ARTS	0001-9933	1937-2108	ART - AHCI	N/A	N/A	0.69
Planning Perspectives	0266-5433	1466-4518	ARCHITECTURE - AHCI$HISTORY - AHCI	N/A	N/A	1.69
Eirene-Studia Graeca et Latina	0046-1628	N/A	CLASSICS - AHCI	N/A	N/A	0.05
Renaissance Studies	0269-1213	1477-4658	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.44
OPERA QUARTERLY	0736-0053	1476-2870	MUSIC - AHCI	N/A	N/A	1.12
Home Cultures	1740-6315	1751-7427	ARCHITECTURE - AHCI	N/A	N/A	0.66
Archaeological Research in Asia	2352-2267	2352-2275	ARCHAEOLOGY - AHCI	N/A	N/A	1.63
Journal of Song-Yuan Studies	1059-3152	2154-6665	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.07
Studies in World Christianity	1354-9901	1750-0230	RELIGION - AHCI	N/A	N/A	0.64
Gender and Language	1747-6321	1747-633X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.43
Austrian History Yearbook	0067-2378	1558-5255	HISTORY - AHCI	N/A	N/A	1.06
