Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Functions of Language	0929-998X	1569-9765	LINGUISTICS - SSCI	0.556	Q4	0.68
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE	1533-2640	1533-2659	SUBSTANCE ABUSE - SSCI	1.331	Q4	0.39
Annual Review of Criminology	2572-4568	2572-4568	CRIMINOLOGY & PENOLOGY - SSCI	6.026	Q1	0.66
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE	0013-0079	1539-2988	AREA STUDIES - SSCI$DEVELOPMENT STUDIES - SSCI$ECONOMICS - SSCI	1.507	Q2	0.95
JOURNAL OF MOTOR BEHAVIOR	0022-2895	1940-1027	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.358	Q4	0.40
Discourse-Studies in the Cultural Politics of Education	0159-6306	1469-3739	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.767	Q3	1.25
Acta Histriae	1318-0185	2591-1767	HISTORY - SSCI	0.183	Q4	0.69
AUSTRALIAN ARCHAEOLOGY	0312-2417	2470-0363	ANTHROPOLOGY - SSCI	1.708	Q2	0.87
PSYCHOLOGY AND AGING	0882-7974	1939-1498	GERONTOLOGY - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	4.201	Q1	1.08
JOURNAL OF PUBLIC POLICY & MARKETING	0743-9156	1547-7207	BUSINESS - SSCI	6.435	Q2	0.95
Annals of the American Association of Geographers	2469-4452	2469-4460	GEOGRAPHY - SSCI	3.982	Q1	1.46
Revista Espanola de Linguistica Aplicada	0213-2028	2254-6774	LINGUISTICS - SSCI	0.532	Q4	0.32
INTERVENTION IN SCHOOL AND CLINIC	1053-4512	1538-4810	EDUCATION, SPECIAL - SSCI	1.067	Q4	0.63
CALIFORNIA LAW REVIEW	0008-1221	1942-6542	LAW - SSCI	3.118	Q1	2.66
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY	1380-3395	1744-411X	PSYCHOLOGY, CLINICAL - SSCI	2.283	Q3	0.63
JAPAN AND THE WORLD ECONOMY	0922-1425	1879-2006	ECONOMICS - SSCI	1.703	Q3	0.54
Journal for Specialists in Pediatric Nursing	1539-0136	1744-6155	NURSING - SSCI	1.309	Q4	0.59
PATIENT EDUCATION AND COUNSELING	0738-3991	1873-5134	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	3.467	Q1	1.15
Journal of Survey Statistics and Methodology	2325-0984	2325-0992	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.446	Q2	1.04
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL	1368-1613	1368-1613	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.744	Q4	0.21
JOURNAL OF SPECIAL EDUCATION	0022-4669	1538-4764	EDUCATION, SPECIAL - SSCI	1.968	Q2	1.19
Development Southern Africa	0376-835X	1470-3637	DEVELOPMENT STUDIES - SSCI	1.691	Q4	0.44
JOURNAL OF INTERPERSONAL VIOLENCE	0886-2605	1552-6518	CRIMINOLOGY & PENOLOGY - SSCI$FAMILY STUDIES - SSCI$PSYCHOLOGY, APPLIED - SSCI	2.621	Q2	1.19
FEDERAL RESERVE BANK OF ST LOUIS REVIEW	0014-9187	2163-4505	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	0.647	Q4	0.28
International Journal of Developmental Disabilities	2047-3869	2047-3877	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	2.170	Q2	0.91
Journal of Destination Marketing & Management	2212-571X	2212-5752	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$MANAGEMENT - SSCI	7.158	Q1	1.84
REVUE FRANCAISE DE SOCIOLOGIE	0035-2969	1958-5691	SOCIOLOGY - SSCI	0.417	Q4	0.25
MARKETING LETTERS	0923-0645	1573-059X	BUSINESS - SSCI	3.426	Q3	0.64
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT	0160-8061	1540-8604	MANAGEMENT - SSCI$PSYCHOLOGY, APPLIED - SSCI	1.634	Q4	0.37
Clinical Nursing Research	1054-7738	1552-3799	NURSING - SSCI	1.724	Q3	0.93
Journal of Science Education and Technology	1059-0145	1573-1839	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.419	Q2	1.47
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE	0002-7162	1552-3349	POLITICAL SCIENCE - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	2.742	Q2	1.27
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED	1049-2089	1548-6869	HEALTH POLICY & SERVICES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.280	Q4	0.40
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS	0196-206X	1536-7312	PSYCHOLOGY, DEVELOPMENTAL - SSCI	3.061	Q2	0.84
Systems	N/A	2079-8954	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	2.895	Q2	1.47
Nursing in Critical Care	1362-1017	1478-5153	NURSING - SSCI	2.897	Q1	1.52
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY	0022-0965	1096-0457	PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	2.547	Q3	0.83
AUSTRALIAN JOURNAL OF POLITICS AND HISTORY	0004-9522	1467-8497	HISTORY - SSCI$POLITICAL SCIENCE - SSCI	0.400	Q3	0.78
SOCIAL WORK IN HEALTH CARE	0098-1389	1541-034X	SOCIAL WORK - SSCI	2.291	Q2	0.88
Family Business Review	0894-4865	1741-6248	BUSINESS - SSCI	7.575	Q2	1.39
Environmental Hazards-Human and Policy Dimensions	1747-7891	1878-0059	ENVIRONMENTAL STUDIES - SSCI	3.781	Q2	0.71
Journal of Economic Inequality	1569-1721	1573-8701	ECONOMICS - SSCI	1.550	Q3	0.59
Tourism Management	0261-5177	1879-3193	ENVIRONMENTAL STUDIES - SSCI$HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$MANAGEMENT - SSCI	12.879	Q1	3.02
REGIONAL SCIENCE AND URBAN ECONOMICS	0166-0462	1879-2308	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI$URBAN STUDIES - SSCI	2.438	Q2	0.74
Review of Keynesian Economics	2049-5323	2049-5331	ECONOMICS - SSCI	1.219	Q4	0.49
Lancet Global Health	2214-109X	2214-109X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	38.927	Q1	8.34
PACIFIC REVIEW	0951-2748	1470-1332	AREA STUDIES - SSCI$INTERNATIONAL RELATIONS - SSCI	2.074	Q1	1.68
JOURNAL OF APPLIED GERONTOLOGY	0733-4648	1552-4523	GERONTOLOGY - SSCI	2.645	Q3	0.81
CLINICAL NEUROPSYCHOLOGIST	1385-4046	1744-4144	PSYCHOLOGY, CLINICAL - SSCI	4.373	Q2	1.05
ECONOMIC RECORD	0013-0249	1475-4932	ECONOMICS - SSCI	1.034	Q4	0.37
JOURNAL OF HIGHER EDUCATION	0022-1546	1538-4640	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.204	Q2	1.68
INTERNATIONAL JOURNAL OF DRUG POLICY	0955-3959	1873-4758	SUBSTANCE ABUSE - SSCI	5.931	Q1	1.34
BEHAVIORAL AND BRAIN SCIENCES	0140-525X	1469-1825	PSYCHOLOGY, BIOLOGICAL - SSCI	21.357	Q1	3.40
CHILD PSYCHIATRY & HUMAN DEVELOPMENT	0009-398X	1573-3327	PSYCHIATRY - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	2.776	Q3	0.79
Scandinavian Journal of Educational Research	0031-3831	1470-1170	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.750	Q3	1.03
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE	0007-0882	1464-3537	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	3.282	Q1	2.76
Work Aging and Retirement	2054-4642	2054-4650	INDUSTRIAL RELATIONS & LABOR - SSCI$MANAGEMENT - SSCI$PSYCHOLOGY, APPLIED - SSCI	5.319	Q1	1.42
JOURNAL OF TEACHING IN PHYSICAL EDUCATION	0273-5024	1543-2769	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.660	Q2	1.67
International Journal of Feminist Approaches To Bioethics	1937-4585	1937-4577	ETHICS - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI$WOMENS STUDIES - SSCI	0.558	Q4	0.28
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY	0933-7954	1433-9285	PSYCHIATRY - SSCI	4.519	Q2	0.94
Feminist Legal Studies	0966-3622	1572-8455	LAW - SSCI$WOMENS STUDIES - SSCI	1.958	Q2	1.07
LATIN AMERICAN RESEARCH REVIEW	0023-8791	1542-4278	AREA STUDIES - SSCI	1.272	Q2	1.02
OCEANIA	0029-8077	1834-4461	ANTHROPOLOGY - SSCI	1.167	Q3	0.64
Journal of Environment & Development	1070-4965	1552-5465	DEVELOPMENT STUDIES - SSCI$ENVIRONMENTAL STUDIES - SSCI$REGIONAL & URBAN PLANNING - SSCI	2.639	Q2	0.57
Contemporary South Asia	0958-4935	1469-364X	AREA STUDIES - SSCI	1.093	Q3	2.31
Cornell Hospitality Quarterly	1938-9655	1938-9663	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$MANAGEMENT - SSCI$SOCIOLOGY - SSCI	3.758	Q1	1.00
International Journal of Health Policy and Management	N/A	2322-5939	HEALTH POLICY & SERVICES - SSCI	4.967	Q1	0.99
SCIENTOMETRICS	0138-9130	1588-2861	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	3.801	Q2	0.91
Australian Health Review	0156-5788	1449-8944	HEALTH POLICY & SERVICES - SSCI	1.837	Q4	0.67
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK	1090-0586	1573-3270	PSYCHOLOGY, CLINICAL - SSCI	3.000	Q3	0.68
International Journal of STEM Education	2196-7822	2196-7822	EDUCATION & EDUCATIONAL RESEARCH - SSCI	5.789	Q1	2.46
Journal of Financial Stability	1572-3089	1878-0962	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	3.554	Q2	1.37
NATURAL RESOURCES FORUM	0165-0203	1477-8947	ENVIRONMENTAL STUDIES - SSCI	2.732	Q3	0.49
Cultural Studies of Science Education	1871-1502	1871-1510	CULTURAL STUDIES - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.538	Q2	1.06
British Politics	1746-918X	1746-9198	POLITICAL SCIENCE - SSCI	1.262	Q3	0.84
Nature Climate Change	1758-678X	1758-6798	ENVIRONMENTAL STUDIES - SSCI	28.862	Q1	5.06
International Journal of Social Research Methodology	1364-5579	1464-5300	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	3.468	Q1	1.60
Rutgers University Law Review	2374-3859	N/A	LAW - SSCI	0.187	Q4	0.36
JOURNAL OF URBAN HISTORY	0096-1442	1552-6771	HISTORY OF SOCIAL SCIENCES - SSCI$URBAN STUDIES - SSCI	0.347	Q4	0.72
APPLIED NURSING RESEARCH	0897-1897	1532-8201	NURSING - SSCI	1.847	Q3	1.14
EASTERN MEDITERRANEAN HEALTH JOURNAL	1020-3397	1687-1634	HEALTH POLICY & SERVICES - SSCI	2.087	Q3	0.49
CONTEMPORARY ACCOUNTING RESEARCH	0823-9150	1911-3846	BUSINESS, FINANCE - SSCI	4.041	Q2	1.43
COMPARATIVE POLITICS	0010-4159	2151-6227	POLITICAL SCIENCE - SSCI	2.177	Q2	0.93
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES	1360-2322	1468-3148	PSYCHOLOGY, EDUCATIONAL - SSCI$REHABILITATION - SSCI	2.162	Q2	0.90
Accounting Auditing & Accountability Journal	0951-3574	1758-4205	BUSINESS, FINANCE - SSCI	4.893	Q1	1.59
HARVARD ENVIRONMENTAL LAW REVIEW	0147-8257	0147-8257	ENVIRONMENTAL STUDIES - SSCI$LAW - SSCI	1.385	Q3	0.58
JAPANESE PSYCHOLOGICAL RESEARCH	0021-5368	1468-5884	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.095	Q4	0.39
Journal of Mental Health Research in Intellectual Disabilities	1931-5864	1931-5872	EDUCATION, SPECIAL - SSCI$PSYCHIATRY - SSCI$REHABILITATION - SSCI	2.000	Q2	0.68
Zeitschrift fur Psychologie-Journal of Psychology	2190-8370	2151-2604	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.828	Q2	0.76
LAND ECONOMICS	0023-7639	1543-8325	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	2.030	Q3	0.57
INTERNATIONAL JOURNAL OF PSYCHOLOGY	0020-7594	1464-066X	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.291	Q3	0.71
DRUG AND ALCOHOL DEPENDENCE	0376-8716	1879-0046	PSYCHIATRY - SSCI$SUBSTANCE ABUSE - SSCI	4.852	Q1	1.16
SOCIOLOGY OF HEALTH & ILLNESS	0141-9889	1467-9566	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI$SOCIOLOGY - SSCI	2.957	Q2	1.04
International Review of Research in Open and Distributed Learning	1492-3831	1492-3831	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.770	Q2	1.61
POETICS	0304-422X	1872-7514	SOCIOLOGY - SSCI	1.857	Q3	5.39
POPULATION AND ENVIRONMENT	0199-0039	1573-7810	DEMOGRAPHY - SSCI$ENVIRONMENTAL STUDIES - SSCI	4.283	Q1	1.22
Asia-Pacific Psychiatry	1758-5864	1758-5872	PSYCHIATRY - SSCI	3.788	Q2	0.67
ADDICTION	0965-2140	1360-0443	PSYCHIATRY - SSCI$SUBSTANCE ABUSE - SSCI	7.256	Q1	1.56
Interventions-International Journal of Postcolonial Studies	1369-801X	1469-929X	CULTURAL STUDIES - SSCI$HISTORY - SSCI	0.477	Q3	1.02
THINKING & REASONING	1354-6783	1464-0708	PSYCHOLOGY, EXPERIMENTAL - SSCI	2.915	Q2	0.83
TRIMESTRE ECONOMICO	0041-3011	0041-3011	ECONOMICS - SSCI	0.478	Q4	0.09
MIDDLE EASTERN STUDIES	0026-3206	1743-7881	AREA STUDIES - SSCI	0.450	Q4	0.52
Chinese Journal of International Law	1540-1650	1746-9937	INTERNATIONAL RELATIONS - SSCI$LAW - SSCI	1.000	Q3	0.65
ORGANIZATIONAL DYNAMICS	0090-2616	1873-3530	BUSINESS - SSCI$MANAGEMENT - SSCI$PSYCHOLOGY, APPLIED - SSCI	1.133	Q4	0.31
ETHICS & BEHAVIOR	1050-8422	1532-7019	ETHICS - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.148	Q2	0.72
Political Science Research and Methods	2049-8470	2049-8489	POLITICAL SCIENCE - SSCI	5.239	Q1	2.38
JOURNAL OF MONEY CREDIT AND BANKING	0022-2879	1538-4616	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	1.963	Q3	0.66
NATION	0027-8378	0027-8378	POLITICAL SCIENCE - SSCI	1.577	Q3	0.02
Zeitschrift fur Soziologie der Erziehung und Sozialisation	1436-1957	1436-1957	EDUCATION & EDUCATIONAL RESEARCH - SSCI	0.163	Q4	0.10
OXFORD REVIEW OF EDUCATION	0305-4985	1465-3915	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.159	Q3	1.15
Review of Economic Design	1434-4742	1434-4750	ECONOMICS - SSCI	0.238	Q4	0.18
Journal of Hospitality Leisure Sport & Tourism Education	1473-8376	N/A	EDUCATION & EDUCATIONAL RESEARCH - SSCI$HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	2.628	Q2	1.08
New Zealand Geographer	0028-8144	1745-7939	GEOGRAPHY - SSCI	1.324	Q4	0.38
Contemporary Security Policy	1352-3260	1743-8764	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	5.719	Q1	2.49
Urban Policy and Research	0811-1146	1476-7244	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI$REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	2.196	Q3	0.65
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE	1045-6767	1936-4776	ANTHROPOLOGY - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.750	Q1	1.30
PROGRESS IN PLANNING	0305-9006	1873-4510	ENVIRONMENTAL STUDIES - SSCI$REGIONAL & URBAN PLANNING - SSCI	6.063	Q1	1.40
Maritime Policy & Management	0308-8839	1464-5254	TRANSPORTATION - SSCI	3.167	Q3	0.81
THEORY AND RESEARCH IN SOCIAL EDUCATION	0093-3104	2163-1654	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.256	Q2	1.86
Annals of Clinical Psychiatry	1040-1237	1547-3325	PSYCHIATRY - SSCI	2.691	Q3	0.39
Energy Economics	0140-9883	1873-6181	ECONOMICS - SSCI	9.252	Q1	3.05
Journal of Higher Education Policy and Management	1360-080X	1469-9508	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.553	Q2	1.20
China & World Economy	1671-2234	1749-124X	ECONOMICS - SSCI	2.451	Q2	0.89
PSYCHOLOGICAL RECORD	0033-2933	2163-3452	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.279	Q4	0.46
JOURNAL OF NURSING EDUCATION	0148-4834	1938-2421	NURSING - SSCI	2.381	Q2	0.93
International Studies Perspectives	1528-3577	1528-3585	INTERNATIONAL RELATIONS - SSCI	2.667	Q2	1.10
World Englishes	0883-2919	1467-971X	LINGUISTICS - SSCI	1.154	Q3	1.13
JOURNAL OF POLITICAL ECONOMY	0022-3808	1537-534X	ECONOMICS - SSCI	9.637	Q1	3.37
Advances in Life Course Research	1040-2608	1040-2608	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	5.548	Q1	2.07
JOURNAL OF DEMOCRACY	1045-5736	1086-3214	POLITICAL SCIENCE - SSCI	4.663	Q1	2.10
YOUTH & SOCIETY	0044-118X	1552-8499	SOCIAL ISSUES - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI$SOCIOLOGY - SSCI	2.793	Q2	1.39
REVIEW OF RELIGIOUS RESEARCH	0034-673X	2211-4866	SOCIOLOGY - SSCI	1.119	Q4	1.36
Psihologija	0048-5705	N/A	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.234	Q4	0.42
JOURNAL OF COMMUNITY HEALTH	0094-5145	1573-3610	HEALTH POLICY & SERVICES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.371	Q1	1.09
Journal of Educational Change	1389-2843	1573-1812	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.418	Q3	1.53
FINANCIAL ANALYSTS JOURNAL	0015-198X	1938-3312	BUSINESS, FINANCE - SSCI	2.345	Q3	0.95
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS	0194-2638	1541-3144	REHABILITATION - SSCI	2.297	Q2	0.89
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES	0085-6401	1479-0270	AREA STUDIES - SSCI$HISTORY - SSCI	0.841	Q2	2.06
Oxford Journal of Legal Studies	0143-6503	1464-3820	LAW - SSCI	1.443	Q2	1.71
Journal of Sexual Aggression	1355-2600	1742-6545	CRIMINOLOGY & PENOLOGY - SSCI	1.217	Q4	0.47
SCIENCE AS CULTURE	0950-5431	1470-1189	CULTURAL STUDIES - SSCI$HISTORY & PHILOSOPHY OF SCIENCE - SSCI	2.500	Q1	1.67
INFORMATION & MANAGEMENT	0378-7206	1872-7530	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	10.328	Q1	2.50
Corporate Social Responsibility and Environmental Management	1535-3958	1535-3966	BUSINESS - SSCI$ENVIRONMENTAL STUDIES - SSCI$MANAGEMENT - SSCI	8.464	Q1	1.81
International & Comparative Law Quarterly	0020-5893	1471-6895	LAW - SSCI	2.000	Q2	2.36
JOURNAL OF MANAGEMENT STUDIES	0022-2380	1467-6486	BUSINESS - SSCI$MANAGEMENT - SSCI	9.720	Q1	1.68
Journal of Professional Capital and Community	2056-9548	2056-9556	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.921	Q1	1.83
JOURNAL OF MUSIC THERAPY	0022-2917	2053-7395	REHABILITATION - SSCI	2.645	Q1	2.77
JOURNAL OF CLINICAL PSYCHOLOGY	0021-9762	1097-4679	PSYCHOLOGY, CLINICAL - SSCI	2.995	Q3	0.78
Social Analysis	0155-977X	1558-5727	ANTHROPOLOGY - SSCI	1.100	Q3	0.54
ECOLOGICAL ECONOMICS	0921-8009	1873-6106	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	6.536	Q1	1.58
JOURNAL OF HEALTH ECONOMICS	0167-6296	1879-1646	ECONOMICS - SSCI$HEALTH POLICY & SERVICES - SSCI	3.804	Q1	1.37
Demographic Research	1435-9871	1435-9871	DEMOGRAPHY - SSCI	2.005	Q3	0.81
EPJ Data Science	N/A	2193-1127	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	3.630	Q1	1.35
OXFORD BULLETIN OF ECONOMICS AND STATISTICS	0305-9049	1468-0084	ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.518	Q2	0.78
SMALL BUSINESS ECONOMICS	0921-898X	1573-0913	BUSINESS - SSCI$ECONOMICS - SSCI$MANAGEMENT - SSCI	7.096	Q1	1.93
ARCHIVES OF NATURAL HISTORY	0260-9541	1755-6260	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	0.236	Q4	0.18
International Journal of Cultural Policy	1028-6632	1477-2833	CULTURAL STUDIES - SSCI	1.685	Q2	1.82
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY	1018-8827	1435-165X	PSYCHIATRY - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	5.349	Q1	1.32
INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS	1368-2822	1460-6984	LINGUISTICS - SSCI$REHABILITATION - SSCI	2.909	Q1	1.25
AGRICULTURE AND HUMAN VALUES	0889-048X	1572-8366	HISTORY & PHILOSOPHY OF SCIENCE - SSCI$SOCIOLOGY - SSCI	4.908	Q1	1.75
Austrian History Yearbook	0067-2378	1558-5255	HISTORY - SSCI	0.400	Q3	1.06
Digital Journalism	2167-0811	2167-082X	COMMUNICATION - SSCI	6.847	Q1	3.25
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY	0160-5682	1476-9360	MANAGEMENT - SSCI	3.051	Q3	0.67
Inzinerine Ekonomika-Engineering Economics	1392-2785	2029-5839	ECONOMICS - SSCI	1.830	Q3	0.64
Review of Research in Education	0091-732X	N/A	EDUCATION & EDUCATIONAL RESEARCH - SSCI	7.300	Q1	3.54
NATURAL LANGUAGE & LINGUISTIC THEORY	0167-806X	1573-0859	LINGUISTICS - SSCI	1.156	Q3	1.59
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT	0883-8534	2161-1912	PSYCHOLOGY, APPLIED - SSCI	0.833	Q4	0.42
JOURNAL OF BRITISH STUDIES	0021-9371	1545-6986	HISTORY - SSCI	0.764	Q2	2.55
European Journal of Developmental Psychology	1740-5629	1740-5610	PSYCHOLOGY, DEVELOPMENTAL - SSCI	1.807	Q4	0.53
LINGUA	0024-3841	1872-6135	LINGUISTICS - SSCI	0.916	Q3	0.87
International Journal of Transgenderism	1553-2739	1434-4599	PSYCHOLOGY, CLINICAL - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	8.606	Q1	2.47
BRITISH JOURNAL OF POLITICAL SCIENCE	0007-1234	1469-2112	POLITICAL SCIENCE - SSCI	5.615	Q1	3.35
MANAGEMENT INTERNATIONAL REVIEW	0938-8249	1861-8901	MANAGEMENT - SSCI	4.492	Q3	0.94
Annals of Economics and Finance	1529-7373	1529-7373	ECONOMICS - SSCI	0.321	Q4	0.17
Perspectives on Psychological Science	1745-6916	1745-6924	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	11.621	Q1	3.50
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE	1162-9088	1162-9088	PSYCHOLOGY, APPLIED - SSCI	1.204	Q4	0.34
LAND USE POLICY	0264-8377	1873-5754	ENVIRONMENTAL STUDIES - SSCI	6.189	Q1	1.37
European Journal of International Management	1751-6757	1751-6765	MANAGEMENT - SSCI	2.294	Q4	0.48
Behavior Research Methods	1554-351X	1554-3528	PSYCHOLOGY, EXPERIMENTAL - SSCI$PSYCHOLOGY, MATHEMATICAL - SSCI	5.953	Q1	1.83
SEX ROLES	0360-0025	1573-2762	PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, SOCIAL - SSCI$WOMENS STUDIES - SSCI	3.812	Q1	1.46
JOURNAL OF GEOGRAPHY	0022-1341	1752-6868	GEOGRAPHY - SSCI	2.043	Q3	0.31
JOURNAL OF CONSUMER RESEARCH	0093-5301	1537-5277	BUSINESS - SSCI	8.612	Q1	1.72
NURSING OUTLOOK	0029-6554	1528-3968	NURSING - SSCI	3.315	Q1	1.70
International Journal for Educational and Vocational Guidance	1873-0388	1573-1782	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, APPLIED - SSCI	1.928	Q3	0.73
HYLE	1433-5158	1617-4240	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	0.167	Q4	0.16
JOURNAL OF CONSUMER AFFAIRS	0022-0078	1745-6606	BUSINESS - SSCI$ECONOMICS - SSCI	2.603	Q2	0.63
BEHAVIOR MODIFICATION	0145-4455	1552-4167	PSYCHOLOGY, CLINICAL - SSCI	2.692	Q3	0.75
INTELLIGENCE	0160-2896	1873-7935	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.613	Q2	0.99
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL	1070-5511	1532-8007	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	6.181	Q1	1.79
ACTA PSYCHOLOGICA	0001-6918	1873-6297	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.984	Q4	0.56
LEGISLATIVE STUDIES QUARTERLY	0362-9805	1939-9162	POLITICAL SCIENCE - SSCI	1.571	Q3	0.75
ALTERNATIVES	0304-3754	2163-3150	INTERNATIONAL RELATIONS - SSCI	2.000	Q2	0.63
Heroin Addiction and Related Clinical Problems	1592-1638	1592-1638	SUBSTANCE ABUSE - SSCI	1.239	Q4	0.27
Child & Family Social Work	1356-7500	1365-2206	FAMILY STUDIES - SSCI$SOCIAL WORK - SSCI	1.830	Q3	0.88
ADDICTIVE BEHAVIORS	0306-4603	1873-6327	PSYCHOLOGY, CLINICAL - SSCI$SUBSTANCE ABUSE - SSCI	4.591	Q2	1.27
Tourist Studies	1468-7976	1741-3206	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	2.759	Q3	0.62
JOURNAL OF RESEARCH IN READING	0141-0423	1467-9817	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI	2.792	Q2	1.06
JOURNAL OF CURRICULUM STUDIES	0022-0272	1366-5839	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.175	Q3	1.19
